,Unnamed: 0,fasta,scaffold,gene_position,start_position,end_position,strandedness,rank,ko_id,kegg_hit,peptidase_id,peptidase_family,peptidase_hit,peptidase_RBH,peptidase_identity,peptidase_bitScore,peptidase_eVal,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,heme_regulatory_motif_count
83921,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1712777_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1712777,3,722,1015,1,D,,,,,,,,,,MobC-like protein [PF19514.2],,,,,0
83922,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1712777_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1712777,4,1005,2030,1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
83923,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1712777_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1712777,5,2027,2335,1,E,,,,,,,,,,,,,,,0
83924,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1712777_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1712777,6,2337,4244,1,C,K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],,,,,,,,Type IV secretory system Conjugative DNA transfer [PF02534.17]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; TraM recognition site of TraD and TraG [PF12696.10],,,,,0
83925,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1712777_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1712777,7,4244,4711,1,D,,,,,,,,,,GIY-YIG catalytic domain [PF01541.27],,,,,0
83930,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1795474_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1795474,1,199,1251,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
83931,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1795474_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1795474,2,1251,1805,-1,E,,,,,,,,,,,,,,,0
83932,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_1795474_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_1795474,3,2203,2583,-1,E,,,,,,,,,,,,,,,0
83939,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_207091_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_207091,1,191,523,1,D,,,,,,,,,,Bacterial mobilisation protein (MobC) [PF05713.14],,,,,0
83940,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_207091_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_207091,2,523,2973,1,D,,,,,,,,,,Toprim-like [PF13155.9]; Relaxase/Mobilisation nuclease domain [PF03432.17]; Protein of unknown function (DUF3991) [PF13154.9],,,,,0
84127,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,1,511,765,-1,E,,,,,,,,,,,,,,,0
84128,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,2,758,1006,-1,E,,,,,,,,,,,,,,,0
84129,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,3,1166,2536,1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
84130,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,4,2695,3048,-1,E,,,,,,,,,,,,,,,0
84131,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,5,3103,3333,-1,E,,,,,,,,,,,,,,,0
84132,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,6,3326,3523,-1,E,,,,,,,,,,,,,,,0
84133,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075495_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075495,7,3520,4107,-1,D,,,,,,,,,,Firmicute plasmid replication protein (RepL) [PF05732.14],,,,,0
84148,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,1,1,222,1,C,K19158,toxin YoeB [EC:3.1.-.-],,,,,,,,YoeB-like toxin of bacterial type II toxin-antitoxin system [PF06769.17],,,,,0
84149,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,2,654,1604,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84150,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,3,1597,2082,1,E,,,,,,,,,,,,,,,0
84151,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,4,2203,2412,1,E,,,,,,,,,,,,,,,0
84152,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,5,2447,2650,1,E,,,,,,,,,,,,,,,0
84153,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,6,2637,2765,1,E,,,,,,,,,,,,,,,0
84154,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,7,3104,4048,1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
84155,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_8,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,8,4094,4345,1,E,,,,,,,,,,,,,,,0
84156,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075707_9,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075707,9,4342,4509,1,D,,,,,,,,,,YoeB-like toxin of bacterial type II toxin-antitoxin system [PF06769.17],,,,,0
84207,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,1,1,156,1,E,,,,,,,,,,,,,,,0
84208,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,2,146,637,1,E,,,,,,,,,,,,,,,0
84209,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,3,730,1182,-1,E,,,,,,,,,,,,,,,0
84210,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,4,1238,2062,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
84211,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,5,2052,2393,-1,E,,,,,,,,,,,,,,,0
84212,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,6,3179,4129,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84213,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_2075891_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_2075891,7,4332,5480,1,D,,,,,,,,,,Hemolysin coregulated protein Hcp (TssD) [PF17642.4],,,,,0
84292,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,1,1,633,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84293,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,2,630,839,1,E,,,,,,,,,,,,,,,0
84294,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,3,908,1381,1,E,,,,,,,,,,,,,,,0
84295,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,4,1386,1661,1,E,,,,,,,,,,,,,,,0
84296,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,5,1630,1809,1,E,,,,,,,,,,,,,,,0
84297,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,6,1994,2908,-1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
84298,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,7,3099,3392,-1,E,,,,,,,,,,,,,,,0
84299,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_523174_8,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_523174,8,3399,3644,-1,E,,,,,,,,,,,,,,,0
84300,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_541729_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_541729,1,265,1356,-1,C,K18996,replication initiation protein RepC,,,,,,,,Replication protein C N-terminal domain [PF03428.16]; Replication protein C C-terminal region [PF11800.11],,,,,0
84301,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_541729_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_541729,2,1592,2563,-1,C,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",,,,,,,,RepB plasmid partitioning protein [PF07506.14]; ParB/Sulfiredoxin domain [PF02195.21],,,,,0
84302,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,1,938,1051,-1,E,,,,,,,,,,,,,,,0
84303,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,2,1336,2394,-1,C,K00784,ribonuclease Z [EC:3.1.26.11],,,,,,,,Beta-lactamase superfamily domain [PF12706.10]; Metallo-beta-lactamase superfamily [PF00753.30]; Beta-lactamase superfamily domain [PF13483.9],,,,,0
84304,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,3,2522,3484,-1,C,K07795,putative tricarboxylic transport membrane protein,,,,,,,,Tripartite tricarboxylate transporter family receptor [PF03401.17],,,,,0
84305,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,4,3504,4499,-1,D,,,,,,,,,,Dihydrodipicolinate synthetase family [PF00701.25],,,,,0
84306,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,5,4685,5326,1,D,,,,,,,,,,"Bacterial regulatory proteins, tetR family [PF00440.26]",,,,,0
84307,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,6,5323,6261,-1,D,,,MER0069955,S09X,MER0069955 - family S9 non-peptidase homologues (Cupriavidus metallidurans) [S09.UNW]#S09X#{peptidase unit: 78-305}~source YP_587329~,False,0.425,170.0,7.42e-45,BD-FAE [PF20434.1]; alpha/beta hydrolase fold [PF07859.16]; Carboxylesterase family [PF00135.31]; Prolyl oligopeptidase family [PF00326.24],,,,,0
84308,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,7,6258,6743,-1,D,,,MER1073240,S49C,MER1073240 - subfamily S49C non-peptidase homologues (Acinetobacter bohemicus) [S49.UNC]#S49C#{peptidase unit: 84-212}~source N8Q6E4~,False,0.423,89.0,3.391e-19,Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8],,,,,0
84309,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_8,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,8,6740,7045,-1,D,,,,,,,,,,Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8],,,,,0
84310,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_9,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,9,7042,7884,-1,C,K15866,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase [EC:5.3.3.18]",MER1073056,S49C,MER1073056 - subfamily S49C non-peptidase homologues () [S49.UNC]#S49C#{peptidase unit: 97-234}~source A0A0F5I0K0~,False,0.383,85.0,1.859e-16,Enoyl-CoA hydratase/isomerase [PF00378.23]; Enoyl-CoA hydratase/isomerase [PF16113.8],,,,,0
84311,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_10,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,10,7894,8217,-1,D,,,,,,,,,,"Thiolase, C-terminal domain [PF02803.21]",,,,,0
84312,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_11,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,11,8229,9089,-1,C,K00626,acetyl-CoA C-acetyltransferase [EC:2.3.1.9],,,,,,,,"Thiolase, N-terminal domain [PF00108.26]",,,,,0
84313,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_12,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,12,9089,9931,-1,C,K07045,uncharacterized protein,,,,,,,,Amidohydrolase [PF04909.17],,,,,0
84314,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_13,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,13,9989,11638,-1,D,,,,,,,,,,AMP-binding enzyme [PF00501.31]; AMP-binding enzyme C-terminal domain [PF13193.9],,,,,0
84315,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_14,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,14,11654,12415,-1,D,,,,,,,,,,"Enoyl-(Acyl carrier protein) reductase [PF13561.9]; short chain dehydrogenase [PF00106.28]; KR domain [PF08659.13]; GDP-mannose 4,6 dehydratase [PF16363.8]",,,,,0
84316,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_15,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,15,12450,13322,-1,C,K07795,putative tricarboxylic transport membrane protein,,,,,,,,Tripartite tricarboxylate transporter family receptor [PF03401.17],,,,,0
84317,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_16,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,16,13327,13533,1,E,,,,,,,,,,,,,,,0
84318,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_17,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,17,13590,14480,1,C,K14057,"LysR family transcriptional regulator, regulator of abg operon",,,,,,,,"LysR substrate binding domain [PF03466.23]; Bacterial regulatory helix-turn-helix protein, lysR family [PF00126.30]",,,,,0
84319,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_18,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,18,14939,16801,1,D,,,,,,,,,,Phage integrase family [PF00589.25]; Phage integrase protein [PF12482.11],,,,,0
84320,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_19,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,19,16976,17941,-1,C,K03497,"ParB family transcriptional regulator, chromosome partitioning protein",,,,,,,,Centromere-binding protein HTH domain [PF18090.4]; ParB/Sulfiredoxin domain [PF02195.21],,,,,0
84321,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_20,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,20,17931,19121,-1,C,K03496,chromosome partitioning protein,,,,,,,,AAA domain [PF13614.9]; ATPase MipZ [PF09140.14]; VirC1 protein [PF07015.14]; NUBPL iron-transfer P-loop NTPase [PF10609.12]; Cellulose biosynthesis protein BcsQ [PF06564.15]; CobQ/CobB/MinD/ParA nucleotide binding domain [PF01656.26]; Anion-transporting ATPase [PF02374.18],,,,,0
84322,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_21,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,21,19620,20948,1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84323,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_22,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,22,21139,21468,1,D,,,,,,,,,,Helix-turn-helix domain [PF12844.10]; Helix-turn-helix domain [PF13560.9]; Helix-turn-helix [PF01381.25],,,,,0
84324,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_23,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,23,21458,22765,1,C,K07154,serine/threonine-protein kinase HipA [EC:2.7.11.1],,,,,,,,HipA-like C-terminal domain [PF07804.15],,,,,0
84325,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_640929_24,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_640929,24,22778,23026,1,E,,,,,,,,,,,,,,,0
84331,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,1,1,207,-1,E,,,,,,,,,,,,,,,0
84332,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,2,398,1090,-1,D,,,,,,,,,,Domain of unknown function (DUF4400) [PF14348.9],,,,,0
84333,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,3,1080,3212,-1,C,K12071,conjugal transfer pilus assembly protein TraD,,,,,,,,Type IV secretory system Conjugative DNA transfer [PF02534.17]; TraM recognition site of TraD and TraG [PF12696.10]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12],,,,,0
84334,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,4,3209,5329,-1,C,K12070,conjugal transfer pilus assembly protein TraI,,,,,,,,Putative helicase [PF07514.14]; Putative conjugal transfer nickase/helicase TraI C-term [PF07515.14],,,,,0
84335,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,5,5316,5693,-1,E,,,,,,,,,,,,,,,0
84336,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,6,6249,6716,1,E,,,,,,,,,,,,,,,0
84337,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,7,6713,7777,1,D,,,,,,,,,,Type II/IV secretion system protein [PF00437.23],,,,,0
84338,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_737850_8,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_737850,8,7774,8160,1,E,,,,,,,,,,,,,,,0
84339,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_754195_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_754195,1,3,800,-1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84340,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_754195_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_754195,2,1224,1517,1,E,,,,,,,,,,,,,,,0
84341,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_754195_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_754195,3,1420,2592,-1,D,,,,,,,,,,MobA/MobL family [PF03389.18],,,,,0
84342,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_82158_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_82158,1,94,687,1,E,,,,,,,,,,,,,,,0
84343,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_82158_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_82158,2,761,958,1,C,K07733,prophage regulatory protein,,,,,,,,Prophage CP4-57 regulatory protein (AlpA) [PF05930.15]; Helix-turn-helix domain [PF12728.10],,,,,0
84344,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_82158_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_82158,3,955,1335,1,E,,,,,,,,,,,,,,,0
84345,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_82158_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_82158,4,1338,2669,1,D,,,,,,,,,,Plasmid recombination enzyme [PF01076.22],,,,,0
84346,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,1,2,1075,-1,E,,,,,,,,,,,,,,,0
84347,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,2,1066,1521,-1,E,,,,,,,,,,,,,,,0
84348,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_3,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,3,1657,3186,-1,C,K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],,,,,,,,Type IV secretory system Conjugative DNA transfer [PF02534.17]; Type IV secretion-system coupling protein DNA-binding domain [PF10412.12]; TraM recognition site of TraD and TraG [PF12696.10],,,,,0
84349,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_4,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,4,3384,4430,-1,D,,,,,,,,,,Relaxase/Mobilisation nuclease domain [PF03432.17],,,,,0
84350,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_5,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,5,4486,4863,-1,E,,,,,,,,,,,,,,,0
84351,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_6,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,6,6133,6897,-1,D,,,,,,,,,,DnaJ domain [PF00226.34],,,,,0
84352,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_845471_7,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_845471,7,6945,8207,-1,D,,,,,,,,,,Initiator Replication protein [PF01051.24],,,,,0
84357,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_1,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,1,80,208,-1,E,,,,,,,,,,,,,,,0
84358,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid___k121_946372_2,redbuttecreek_2019_sw_WHONDRS-S19S_0086_B_1000.plasmid__,k121_946372,2,326,733,1,E,,,,,,,,,,,,,,,0
